Data;Ano;MesNum;Mês;MesLongo;AnoMes;Periodo;proprietario;proprietario_filtro;Proprietario_Nome_Valido;subdominio;tema;tipo;produtos_digisac;Produto_Curto;card_financeiro;tipo_servico;motivo_downgrade;Situacao_Down;descricao;qtd_servicos;total_up_RS;total_down_RS;Movimento;criacao_url;Tempo_vida_cli;Faixa_Vida
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;riocontrol;Downgrade;Não informado;Integração;Integração;https://app.pipefy.com/open-cards/1213146818;Migração/Outro;Redução de demanda;Redução de custo;Down: Integração RD CRM / Valor: R$ 59,99 / Protocolo: 202509111482595;1;0.0;0.0;Downgrade;;;Não calculado
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;fgryngbdgns;Downgrade;Não informado;E-mail adicional;E-mail adicional;https://app.pipefy.com/open-cards/1212922177;Migração/Outro;Custo Benefício;Redução de custo;egsyrhegtgbhsy;1;0.0;0.0;Downgrade;;;Não calculado
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;beflycentervale;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1213132254;Migração/Outro;Falta de Funcionalidade;Processo/uso operacional;Downgrade: - Funil de Vendas - R$ 89,00  Motivo: o cliente explicou que esperava uma ferramenta automatizada quando o lead entrasse no atendimento.;1;0.0;0.0;Downgrade;;;Não calculado
15/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;drexameitaquera;Downgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;https://app.pipefy.com/open-cards/1214822559;Migração/Outro;Redução de demanda;Redução de custo;Down referente a 2 conexões de whatsapp. Valor: R$ 178,00;1;0.0;0.0;Downgrade;;;Não calculado
15/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;gsoft;Downgrade;Não informado;Combo de IA's;Combo de IA's;https://app.pipefy.com/open-cards/1214394829;Migração/Outro;Falta de Funcionalidade;Outros motivos descritos;DOWN referente ao Combo Start IA, cliente não se adaptou a ferramenta, principalmente referente ao copiloto, pois seu desejo era de que o mesmo fornecesse respostas mais detalhadas e com base em pesquisas externas.;1;0.0;0.0;Downgrade;;;Não calculado
15/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Luis Siqueira;Luis Siqueira;True;cosel1;Downgrade;Não informado;Distribuição automática;Distribuição automática;https://app.pipefy.com/open-cards/1214717587;Migração/Outro;Solução própria;Troca de solução / concorrente;Down;1;0.0;0.0;Downgrade;;;Não calculado
15/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;polomasther;Downgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1214529816;Migração/Outro;Redução de funcionários;Redução de custo;Down Usuários. redução de quadro de funcionários.;1;0.0;0.0;Downgrade;;;Não calculado
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;utmify;Downgrade;Não informado;IA Copiloto;IA Copiloto;https://app.pipefy.com/open-cards/1215170510;Migração/Outro;Problema sistêmico (cliente);Problema técnico / limitação;Cliente alega que não possui o material necessário para utilização do recurso Copiloto. Pretende recontratar em breve.;1;0.0;0.0;Downgrade;;;Não calculado
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;cfccamburi;Downgrade;Não informado;Servidores;Servidores;https://app.pipefy.com/open-cards/1215076443;Migração/Outro;Sem informação;Outros motivos descritos;Solicitação de Down referente a servidor 2/4. Cliente não dá retorno.;1;0.0;0.0;Downgrade;;;Não calculado
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;saceros;Downgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1215522190;Migração/Outro;Redução de funcionários;Redução de custo;Down referente a remoção de 7 usuários adicionais.;1;0.0;0.0;Downgrade;;;Não calculado
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;naricosguimaraesadv4;Downgrade;Não informado;Combo Start;Combo Start;https://app.pipefy.com/open-cards/1215400476;Migração/Outro;Custo Benefício;Redução de custo;Downgrade Combo Start = R$ 173,90/mensais;1;0.0;0.0;Downgrade;;;Não calculado
17/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;grupocompunet;Downgrade;Não informado;Integração;Integração;https://app.pipefy.com/open-cards/1215864869;Migração/Outro;Integração (responsabilidade terceiro);Outros motivos descritos;DownGrade Integração SGP.;1;0.0;0.0;Downgrade;;;Não calculado
17/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;odontoz;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1216229776;Migração/Outro;Não viu valor agregado;Redução de custo;Down Funil de vendas.  Cliente alegou ter implementado o controle por Planilhas Acredita ser mais pratico.;1;0.0;0.0;Downgrade;;;Não calculado
17/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;drlucas;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1216000071;Migração/Outro;Falta de Funcionalidade;Outros motivos descritos;Módulo não atendeu as expectativas de cliente.;1;0.0;0.0;Downgrade;;;Não calculado
17/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;mercedo;Downgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;https://app.pipefy.com/open-cards/1216167823;Migração/Outro;Redução de demanda;Redução de custo;Redução de demanda de atendimento.;1;0.0;0.0;Downgrade;;;Não calculado
18/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;rayanemachado;Downgrade;Não informado;Integração;Integração;https://app.pipefy.com/open-cards/1216602012;Migração/Outro;Integração (responsabilidade terceiro);Cancelamento / encerramento;"Downgrade - Integração HubSpot - 89,99 - Protocolo; 202509181489035 - A cliente não irá mais utilizar a Hub e deseja cancelar a integração com a plataforma.";1;0.0;0.0;Downgrade;;;Não calculado
18/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;retipasso;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1216573018;Migração/Outro;Integração (responsabilidade terceiro);Outros motivos descritos;Down funil de vendas - Cliente alega não estar utilizando. Sem mais.;1;0.0;0.0;Downgrade;;;Não calculado
18/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;barbosasilvaadv2;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1216827251;Migração/Outro;Custo Benefício;Redução de custo;Downgrade: - Funil de Vendas - R$ 89,00;1;0.0;0.0;Downgrade;;;Não calculado
18/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;carolcatugy;Downgrade;Não informado;"Usuário adicional; Funil de vendas";"Usuário adicional; Funil de vendas";https://app.pipefy.com/open-cards/1216762870;Migração/Outro;Sazonal;Redução de custo;Downgrade: - 2x Usuários adicionais - R$ 58,00 - Funil de Vendas - R$ 89,90  Motivo: o cliente ainda não deu inicio ao uso de sua plataforma e ficará por mais 15 dias sem iniciar, para não perder tudo, ele irá reduzir para o plano acelera apenas mantendo um usuário para deixar a plataforma ativa.  OBS: quando retornar, favor manter o valor do plano base em R$ 187,00.;2;0.0;0.0;Downgrade;;;Não calculado
19/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;tanakocasaeconstrucao;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1217107160;Migração/Outro;Não se adaptou ao produto;Outros motivos descritos;Down Funil de vendas. Cliente alega que o seu time não se adaptou ao produto.;1;0.0;0.0;Downgrade;;;Não calculado
19/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;lurk;Downgrade;Não informado;IA Agent;IA Agent;https://app.pipefy.com/open-cards/1217287238;Migração/Outro;Falta de Funcionalidade;Cancelamento / encerramento;Cliente solicitou cancelamento do agente, a mesma está com problemas no robô o que acarreta no não funcionamento do agente, esmo propondo soluções, cliente decidiu seguir com o cancelamento do agente.;1;0.0;0.0;Downgrade;;;Não calculado
19/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;vianaspetshop;Downgrade;Não informado;"Combo de IA's; Funil de vendas";"Combo de IA's; Funil de vendas";https://app.pipefy.com/open-cards/1217464997;Migração/Outro;Falta de Funcionalidade;Processo/uso operacional;Down Combo IA e Funil de Vendas, não funcionou para operação de cliente.;2;0.0;0.0;Downgrade;;;Não calculado
19/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;centroauditivoouvir;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1217213644;Migração/Outro;Não viu valor agregado;Redução de custo;CLIENTE não fez o uso da ferramenta, com isso ela seguiu com a redução em seu contrato;1;0.0;0.0;Downgrade;;;Não calculado
19/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;ciromathias;Downgrade;Não informado;"Chat interno; Funil de vendas; Conexão Facebook Messenger";Chat interno + outros;https://app.pipefy.com/open-cards/1217141884;Migração/Outro;Problema sistêmico (cliente);Redução de custo;A plataforma foi avaliada como excelente, assim como seus recursos.  A equipe, entretanto, não conseguiu se adaptar plenamente, devido ao grande volume de leads. Não há tempo hábil para realizar o cadastramento manual no funil de vendas.  O chat interno não será utilizado neste momento, visto que toda a equipe permanece na mesma sala e o recurso estaria gerando custo desnecessário.  Em relação ao Facebook, como a empresa trabalha com marketplace, os anúncios ficam vinculados ao perfil pessoal ao invés da página, o que não atende às necessidades da equipe.A plataforma foi avaliada como excelente, assim como seus recursos.;3;0.0;0.0;Downgrade;;;Não calculado
22/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;clinicapopular;Downgrade;Não informado;"Cancelamento da conexão WABA; Conexão adicional de WhatsApp; Usuário adicional; Servidores; Conexão Instagram Direct";Cancelamento da conexão WABA + outros;https://app.pipefy.com/open-cards/1218979070;Migração/Outro;Falta de Funcionalidade;Cancelamento / encerramento;O cliente relatou que no ano passado firmou um projeto para integração com o sistema ERP utilizado pela empresa. Informou que o processo se estendeu por aproximadamente 6 a 7 meses, porém não obteve resultados efetivos. Em função disso, optou pelo cancelamento do projeto e contratou uma nova plataforma que já possuía a integração pronta com seu sistema. - Clinica nas Nuvens - ERP - Ialui - Plataforma atendimento;5;0.0;0.0;Downgrade;;;Não calculado
22/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;heckvoigtadvocacia;Downgrade;Não informado;IA Agent;IA Agent;https://app.pipefy.com/open-cards/1219013304;Migração/Outro;Desistência da contratação;Outros motivos descritos;Se trata de una desistência, cliente não utilizou, não deu detalhes sobre.;1;0.0;0.0;Downgrade;;;Não calculado
22/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;fdadvogados;Downgrade;Não informado;IA Copiloto;IA Copiloto;https://app.pipefy.com/open-cards/1219275783;Migração/Outro;Falta de Funcionalidade;Cancelamento / encerramento;Cliente entrou em contato solicitando cancelamento do copiloto, não gostou da ferramenta.;1;0.0;0.0;Downgrade;;;Não calculado
22/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;vilacaipira;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1219320142;Migração/Outro;Não se adaptou ao produto;Outros motivos descritos;Down referente ao funil de vendas, cliente não está mais utilizando.;1;0.0;0.0;Downgrade;;;Não calculado
22/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;jaservicosadm;Downgrade;Não informado;"Distribuição automática; Usuário adicional; Conexão adicional de WhatsApp";Distribuição automática + outros;https://app.pipefy.com/open-cards/1219315390;Migração/Outro;Redução de demanda;Redução de custo;Redução de 7 usuarios, 1 conexão adicional, distrbuição aumatica e mudança do plano base para o acelera(opção não possui pra preencher isso);3;0.0;0.0;Downgrade;;;Não calculado
23/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80401157;Usuário inexistente;False;naricosguimaraesadv4;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1219976069;Migração/Outro;Desistência da contratação;Outros motivos descritos;Downgrade da ferramenta Funil de Vendas R$49/mês;1;0.0;0.0;Downgrade;;;Não calculado
23/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;clinicavidacabucu;Downgrade;Não informado;Integração;Integração;https://app.pipefy.com/open-cards/1219942893;Migração/Outro;Integração (responsabilidade terceiro);Outros motivos descritos;Down Integração Clinica nas Nuvens.;1;0.0;0.0;Downgrade;;;Não calculado
23/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;vemdemagical;Downgrade;Não informado;Distribuição automática;Distribuição automática;https://app.pipefy.com/open-cards/1220027152;Migração/Outro;Problema sistêmico (cliente);Problema técnico / limitação;Durante o atendimento, foi explicado ao cliente que a agência tem como prática realizar um pré-atendimento humanizado antes de direcionar os contatos às consultoras.  Foi esclarecido que o recurso em questão havia sido ativado apenas no último mês, em caráter temporário, pois o responsável pelo pré-atendimento estava em viagem e não poderia executar essa etapa. Nesse período, os contatos passaram a ser encaminhados diretamente às consultoras.  Ressaltou-se que essa ativação não ocorreu por problemas no recurso, mas sim por uma decisão estratégica diante da ausência mencionada. Com o retorno do responsável, a agência retomará o modelo habitual de trabalho, que consiste na qualificação prévia do cliente antes do direcionamento às consultoras para continuidade da proposta.  Foi destacado ainda que esse formato de atendimento já vem sendo aplicado com o DigiSac há mais de dois anos, sendo a forma de trabalho preferida e consolidada pela agência.;1;0.0;0.0;Downgrade;;;Não calculado
23/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;guglielmieortiz;Downgrade;Não informado;Conexão Instagram Direct;Conexão Instagram Direct;https://app.pipefy.com/open-cards/1219973299;Migração/Outro;Não viu valor agregado;Redução de custo;A cliente descreveu que a conexão não atendeu as necessidades da empresa. Downgrade - Instagram - 89,00 - Protocolo: 202509231496073;1;0.0;0.0;Downgrade;;;Não calculado
23/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;atendimentoamigoone;Downgrade;Não informado;"Usuário adicional; Conexão adicional de WhatsApp";Usuário adicional + outros;https://app.pipefy.com/open-cards/1219839683;Migração/Outro;Migrando de Plataforma;Redução de custo;Down referente a conexão e ao usuário adicionais / deu erro ao reduzir pelo meu plano. Cliente deseja manter a plataforma apenas para fins consultivos.;2;0.0;0.0;Downgrade;;;Não calculado
23/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;carmosociedadeadv;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1220055711;Migração/Outro;Falta de Funcionalidade;Outros motivos descritos;Cliente solicitou a remoção do Funil.;1;0.0;0.0;Downgrade;;;Não calculado
23/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;fopay;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1219866956;Migração/Outro;Falta de Funcionalidade;Outros motivos descritos;Down referente ao Funil de Vendas, cliente disse que o que ele faz no Funil ele consegue realizar por um excel.;1;0.0;0.0;Downgrade;;;Não calculado
24/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;brefforts;Downgrade;Não informado;Integração;Integração;https://app.pipefy.com/open-cards/1220666087;Migração/Outro;Desistência da contratação;Baixa utilização / sem valor percebido;Downgrade - Integração com RD Station - 59,99 - Protocolo: 202509241497880  A cliente informou que não utiliza mais o recurso.;1;0.0;0.0;Downgrade;;;Não calculado
24/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;bolpar;Downgrade;Não informado;"IA Copiloto; Resumo Inteligente; Texto Mágico";"IA Copiloto; Resumo Inteligente; Texto Mágico";https://app.pipefy.com/open-cards/1220738167;Migração/Outro;Redução de funcionários;Redução de custo;Down referente ao Combo IA Copiloto, Resumo Inteligente e Texto Mágico (empresa passando por reestruturação financeira).;3;0.0;0.0;Downgrade;;;Não calculado
24/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;knucklehead;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1220747749;Migração/Outro;Redução de funcionários;Redução de custo;Down referente ao Funil de Vendas, cliente disse que a ferramenta não é nada pratica a ida do vendedor até o funil dele - abrir a conversa também não é prática e quando clica na conversa ele volta pro visual do chat - entao esse caminho de trabalho não ajudou no engajamento dos vendedores.;1;0.0;0.0;Downgrade;;;Não calculado
24/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;lolekviagens;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1220522198;Migração/Outro;Falta de Funcionalidade;Processo/uso operacional;Down referente ao Funil de Vendas, falta de funcionalidade relacionada a operação de cliente.;1;0.0;0.0;Downgrade;;;Não calculado
24/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Tadiane Biason;Tadiane Biason;True;credhouse;Downgrade;Não informado;"Distribuição automática; Combo de IA's";"Distribuição automática; Combo de IA's";https://app.pipefy.com/open-cards/1220687012;Migração/Outro;Não viu valor agregado;Redução de custo;Downgrade - Combo do lançamento - IA Texto Mágico - 113,00 |Distribuição Automática - 149,00. URL: credhouse Protocolo: 202509241499040;2;0.0;0.0;Downgrade;;;Não calculado
24/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;agenciaimpulsiona;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1220486535;Migração/Outro;Não viu valor agregado;Redução de custo;Downgrade:  - Funil de Vendas - R$ 49,90  Motivo: o cliente explicou que contratou mas não teve tempo de usa-lo ainda, com isso, irá remover de seu plano e, quando estiver com mais tempo, volta a contrata-lo.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;80402395;Usuário inexistente;False;lumeraviaggi;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1221163916;Migração/Outro;Não viu valor agregado;Redução de custo;Cliente alega que não estão utilizando o recurso. Não deu mais detalhes.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;82573565;Usuário inexistente;False;cartaodetodosaovicente;Downgrade;Não informado;"Usuário adicional; Conexão adicional de WhatsApp";Usuário adicional + outros;https://app.pipefy.com/open-cards/1221089901;Migração/Outro;Redução de demanda;Redução de custo;DOWNGRADE - 7 usuários R$ 153,30 e 7 conexões R$ 343,00 | R$ 496,30;2;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;82573565;Usuário inexistente;False;creditoparaempresa;Downgrade;Não informado;Distribuição automática;Distribuição automática;https://app.pipefy.com/open-cards/1221148159;Migração/Outro;Redução de demanda;Redução de custo;DOWNGRADE: Distribuição Automática - R$ 149,00. Vai habilitar funcionalidade em outra URL que possui.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;82573565;Usuário inexistente;False;habreu;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1221278070;Migração/Outro;Desistência da contratação;Outros motivos descritos;Downgrade - Funil de Vendas - R$ 49,90 - Protocolo: 202509241499729;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;avanteassessoria;Downgrade;Não informado;Resumo Inteligente;Resumo Inteligente;https://app.pipefy.com/open-cards/1221228033;Migração/Outro;Não viu valor agregado;Redução de custo;Downgrade - Resumo Inteligente - 55,90 - Protocolo: 202509251500341 Não alcançou as expectativas no uso do dia a dia.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;cantinaemcasa;Downgrade;Não informado;Chat interno;Chat interno;https://app.pipefy.com/open-cards/1221253427;Migração/Outro;Não se adaptou ao produto;Outros motivos descritos;O time do cliente não se adaptou a funcionalidade, por trabalharem em um ambiente pequeno e de fácil comunicação.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;clinicamultidiciplinar;Downgrade;Não informado;"Resumo Inteligente; Texto Mágico";"Resumo Inteligente; Texto Mágico";https://app.pipefy.com/open-cards/1221409174;Migração/Outro;Redução de demanda;Redução de custo;Downgrade - IA Resumo Inteligente - Plano 2.000 créditos e IA Texto Mágico - 2.000 créditos - Protocolo: 202509251501177  Cliente relatou que não está utilizando todos os crédito e que deseja diminuir, formalização do UP em outro contrato.;2;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;fsadvogados;Downgrade;Não informado;Combo Start;Combo Start;https://app.pipefy.com/open-cards/1221171713;Migração/Outro;Não viu valor agregado;Redução de custo;Downgrade - Combo start IA - 173,90 - Protocolo: 202509251500519 Cliente não viu valor agregado nas IA's exceto a transcrição de áudio.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;simplificapn;Downgrade;Não informado;IA Agent;IA Agent;https://app.pipefy.com/open-cards/1221337728;Migração/Outro;Desistência da contratação;Outros motivos descritos;DOWNGRADE - Agente Inteligente 112,90 - Protocolo: 202509251500921 - Cliente relatou que não tem tempo para configurar e que não está usando,;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;bbrandaoadv;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1221427541;Migração/Outro;Falta de Funcionalidade;Outros motivos descritos;Down referente ao Funil de Vendas.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;ovosmombuca;Downgrade;Não informado;"Conexão Instagram Direct; Conexão Facebook Messenger";Conexão Instagram Direct + outros;https://app.pipefy.com/open-cards/1221413215;Migração/Outro;Falta de Funcionalidade;Outros motivos descritos;Down referente a conexão de Instagram e Facebook.;2;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;vcpjzen;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1221431140;Migração/Outro;Não viu valor agregado;Redução de custo;DOWN Funil de Vendas, não atendeu expectativas de cliente.;1;0.0;0.0;Downgrade;;;Não calculado
25/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;202509241499729;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1221536048;Migração/Outro;Desistência da contratação;Outros motivos descritos;Downgrade - Funil de Vendas - R$ 49,90 - Protocolo: 202509241499729;1;0.0;0.0;Downgrade;;;Não calculado
26/09/2025;2025;9;Set.;setembro;2025-09;Set./25;82573565;Usuário inexistente;False;acessamedmais;Downgrade;Não informado;"Integração; Funil de vendas";"Integração; Funil de vendas";https://app.pipefy.com/open-cards/1222266556;Migração/Outro;Desistência da contratação;Outros motivos descritos;Downgrade Integração RD Station R$ 59,99 e Funil de vendas R$ 49,00;2;0.0;0.0;Downgrade;;;Não calculado
26/09/2025;2025;9;Set.;setembro;2025-09;Set./25;83205771;Usuário inexistente;False;sag2servicosmedicos;Downgrade;Não informado;"Conexão adicional de WhatsApp; Web chat";"Conexão adicional de WhatsApp; Web chat";https://app.pipefy.com/open-cards/1222130668;Migração/Outro;UP por engano;Outros motivos descritos;Dowgrade - Conexão de Whatsapp e Webchat - 178,00 - Protocolo: 202509261502353  Up feito errado;2;0.0;0.0;Downgrade;;;Não calculado
26/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;toppromotora;Downgrade;Não informado;Usuário adicional;Usuário adicional;https://app.pipefy.com/open-cards/1222051716;Migração/Outro;Redução de demanda;Redução de custo;Down referente a 1 usuário bonificado + 7 adicionais.;1;0.0;0.0;Downgrade;;;Não calculado
26/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;fhimoveis;Downgrade;Não informado;Chat interno;Chat interno;https://app.pipefy.com/open-cards/1221916460;Migração/Outro;Falta de Funcionalidade;Redução de custo;O chat apresentou demora para atualização em alguns momentos, o que fez com que parte da equipe não visualizasse determinadas mensagens, prejudicando a comunicação interna.  Foi observado que a configuração do recurso de chat difere do funcionamento do WhatsApp. Isso impacta o compartilhamento de arquivos, pois não é possível apenas encaminhá-los — é necessário realizar o download e, em seguida, anexar novamente. Esse processo demanda mais tempo e reduz a otimização das tarefas.  Exemplo relatado: um cliente enviou um arquivo que poderia ter sido encaminhado diretamente para o grupo no chat, porém foi necessário baixá-lo e depois anexá-lo manualmente.  Por fim, o cliente informou ter encontrado uma forma mais eficiente de comunicação com a equipe, de modo que o uso do chat não se faz mais necessário.;1;0.0;0.0;Downgrade;;;Não calculado
26/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;manaucd;Downgrade;Não informado;Funil de vendas;Funil de vendas;https://app.pipefy.com/open-cards/1221840136;Migração/Outro;Desistência da contratação;Outros motivos descritos;Downgrade - Funil de Vendas - R$ 49,90 - Protocolo: 202509241499729;1;0.0;0.0;Downgrade;;;Não calculado
26/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;sampali;Downgrade;Não informado;Conexão Instagram Direct;Conexão Instagram Direct;https://app.pipefy.com/open-cards/1222257752;Migração/Outro;Sem informação;Redução de custo;redução do instagram;1;0.0;0.0;Downgrade;;;Não calculado
29/09/2025;2025;9;Set.;setembro;2025-09;Set./25;82573565;Usuário inexistente;False;maryhelpswisspark;Downgrade;Não informado;"Usuário adicional; Conexão adicional de WhatsApp";Usuário adicional + outros;https://app.pipefy.com/open-cards/1223632343;Migração/Outro;Desistência da contratação;Outros motivos descritos;DOWNGRADE - 1 usuário R$ 29,00 + 1 conexão R$ 89,00 - Meu plano | Protocolo: 202509261502672;2;0.0;0.0;Downgrade;;;Não calculado
29/09/2025;2025;9;Set.;setembro;2025-09;Set./25;82573565;Usuário inexistente;False;suportenorth;Downgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;https://app.pipefy.com/open-cards/1223856752;Migração/Outro;Desistência da contratação;Outros motivos descritos;DOWNGRADE - 1 Conexão adicional Whatsapp R$ 89,00 | Protocolo: 202509281503059;1;0.0;0.0;Downgrade;;;Não calculado
