Data;Ano;MesNum;Mês;MesLongo;AnoMes;Periodo;proprietario;proprietario_filtro;Proprietario_Nome_Valido;subdominio;tema;tipo;produtos_digisac;Produto_Curto;card_financeiro;tipo_servico;motivo_downgrade;Situacao_Down;descricao;qtd_servicos;total_up_RS;total_down_RS;Movimento;criacao_url;Tempo_vida_cli;Faixa_Vida;Produto_Individual;produtos_digisac_original;Categoria;Status_Consideracao;Motivo_Consideracao
10/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;galeriaprcaruna;Migração para número oficial;Não informado;Migração para número oficial;Migração para número oficial;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Migração;;;Não calculado;Migração para número oficial;Migração para número oficial;Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;beecont;Migração para número oficial;Não informado;Migração para número oficial;Migração para número oficial;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Migração;;;Não calculado;Migração para número oficial;Migração para número oficial;Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;sullaser1;Downgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Sem informação;Outros motivos descritos;Down Funil de vendas;1;0.0;0.0;Downgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;rodrigobranquinho;Upgrade;Não informado;Servidores;Servidores;—;Migração/Outro;Não informado;Outros motivos descritos;UP Servidor 2/4 - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado;Servidores;Servidores;Servidor;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;demijoias;Upgrade;Não informado;IA Agent;IA Agent;—;Migração/Outro;Não informado;Outros motivos descritos;UPGRADE- Agente Inteligente 1000 créditos 112,90 - Protocolo: 202509111481738;1;0.0;0.0;Upgrade;;;Não calculado;IA Agent;IA Agent;IA;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;mzhotelaria;Upgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;"Upgrade - Funil de vendas - 49,90 - Protocolo; 202509111482236";1;0.0;0.0;Upgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;okuyamaadvogados;Downgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não viu valor agregado;Redução de custo;Cliente não utiliza o recurso.;1;0.0;0.0;Downgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;recifesaude;Upgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;Upgrade - Funil de Vendas 49,00 - Protocolo: 202509111482273;1;0.0;0.0;Upgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;bluebusinesscoworking;Downgrade;Não informado;IA Copiloto;IA Copiloto;—;Migração/Outro;Falta de Funcionalidade;Cancelamento / encerramento;O cliente relatou que, apesar de ter gostado da funcionalidade, identificou limitações na personalização de comportamentos. Como desenvolveu uma IA própria no Google, mais robusta e assertiva para suas demandas, optou pelo cancelamento.;1;0.0;0.0;Downgrade;;;Não calculado;IA Copiloto;IA Copiloto;IA;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;ctemer;Solicitação de Teste;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;Liberação de teste referente ao Funil de Vendas até o dia 18/09/2025.;1;0.0;0.0;Teste;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;lelus;Solicitação de Teste;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Teste;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;lelus;Upgrade;Não informado;IA Agent;IA Agent;—;Migração/Outro;Não informado;Outros motivos descritos;Contratação referente a mil créditos do Agente IA por R$ 112,90;1;0.0;0.0;Upgrade;;;Não calculado;IA Agent;IA Agent;IA;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;sseventos;Downgrade;Não informado;Usuário adicional;Usuário adicional;—;Migração/Outro;Dificuldade financeira;Redução de custo;Down referente a 5 usuários adicionais. Empresa passando por dificuldades financeiras.;1;0.0;0.0;Downgrade;;;Não calculado;Usuário adicional;Usuário adicional;Usuários;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;vrfcontabilidade;Downgrade;Não informado;Usuário adicional;Usuário adicional;—;Migração/Outro;Não se adaptou ao produto;Outros motivos descritos;Down referente a 5 usuários adicionais e ao chat interno.;1;0.0;0.0;Downgrade;;;Não calculado;Usuário adicional;"Usuário adicional; Chat interno";Usuários;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;vrfcontabilidade;Downgrade;Não informado;Chat interno;Chat interno;—;Migração/Outro;Não se adaptou ao produto;Outros motivos descritos;Down referente a 5 usuários adicionais e ao chat interno.;1;0.0;0.0;Downgrade;;;Não calculado;Chat interno;"Usuário adicional; Chat interno";Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Luis Siqueira;Luis Siqueira;True;vettorprint;Downgrade;Não informado;Conexão Instagram Direct;Conexão Instagram Direct;—;Migração/Outro;Não se adaptou ao produto;Outros motivos descritos;Cliente não seguirá, pois no momento não fez sentido ao seu negocio;1;0.0;0.0;Downgrade;;;Não calculado;Conexão Instagram Direct;"Conexão Instagram Direct; Conexão Facebook Messenger";Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Luis Siqueira;Luis Siqueira;True;vettorprint;Downgrade;Não informado;Conexão Facebook Messenger;Conexão Facebook Messenger;—;Migração/Outro;Não se adaptou ao produto;Outros motivos descritos;Cliente não seguirá, pois no momento não fez sentido ao seu negocio;1;0.0;0.0;Downgrade;;;Não calculado;Conexão Facebook Messenger;"Conexão Instagram Direct; Conexão Facebook Messenger";Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Luis Siqueira;Luis Siqueira;True;vettorprint;Upgrade;Não informado;Servidores;Servidores;—;Migração/Outro;Não informado;Redução de custo;Cliente fez a contratação do servidor 8/12 no valor de R$ 270,00;1;0.0;0.0;Upgrade;;;Não calculado;Servidores;Servidores;Servidor;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;belmocredito;Downgrade;Não informado;Distribuição automática;Distribuição automática;—;Migração/Outro;Não se adaptou ao produto;Redução de custo;Down: distribuição automática / Valor: R$ 89,00 / Motivo: não se adaptou ao produto, vai criar via código aqui, internamente, na API.;1;0.0;0.0;Downgrade;;;Não calculado;Distribuição automática;Distribuição automática;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;cmcsst;Downgrade;Não informado;Chat interno;Chat interno;—;Migração/Outro;Dificuldade financeira;Redução de custo;Down: Chat Interno / Valor: R$ 89,00 / Protocolo: 202509111482480;1;0.0;0.0;Downgrade;;;Não calculado;Chat interno;Chat interno;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;extrajudicialnefadv;Downgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;—;Migração/Outro;Migrando de Plataforma;Redução de custo;Down: 15 conexões adicionais de WhatsApp / Valor: R$ 1.335,00 Integração SendRow / Valor: R$ 199,99 IA Texto Mágico / Valor: R$ 113,00 Cliente informou que agora tem uma ferramenta de desenvolvimento interna e estão trabalhando voltada a ela. Mas que vai continuar usando a plataforma oficial e as 3 URLs conosco.;1;0.0;0.0;Downgrade;;;Não calculado;Conexão adicional de WhatsApp;"Conexão adicional de WhatsApp; Texto Mágico; Integração";Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;extrajudicialnefadv;Downgrade;Não informado;Texto Mágico;Texto Mágico;—;Migração/Outro;Migrando de Plataforma;Redução de custo;Down: 15 conexões adicionais de WhatsApp / Valor: R$ 1.335,00 Integração SendRow / Valor: R$ 199,99 IA Texto Mágico / Valor: R$ 113,00 Cliente informou que agora tem uma ferramenta de desenvolvimento interna e estão trabalhando voltada a ela. Mas que vai continuar usando a plataforma oficial e as 3 URLs conosco.;1;0.0;0.0;Downgrade;;;Não calculado;Texto Mágico;"Conexão adicional de WhatsApp; Texto Mágico; Integração";IA;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;extrajudicialnefadv;Downgrade;Não informado;Integração;Integração;—;Migração/Outro;Migrando de Plataforma;Redução de custo;Down: 15 conexões adicionais de WhatsApp / Valor: R$ 1.335,00 Integração SendRow / Valor: R$ 199,99 IA Texto Mágico / Valor: R$ 113,00 Cliente informou que agora tem uma ferramenta de desenvolvimento interna e estão trabalhando voltada a ela. Mas que vai continuar usando a plataforma oficial e as 3 URLs conosco.;1;0.0;0.0;Downgrade;;;Não calculado;Integração;"Conexão adicional de WhatsApp; Texto Mágico; Integração";Integração;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;extrajudicialnefadv;Downgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;—;Migração/Outro;Migrando de Plataforma;Redução de custo;Down: 15 conexões adicionais de WhatsApp / Valor: R$ 1.335,00 Integração SendRow / Valor: R$ 199,99 IA Texto Mágico / Valor: R$ 113,00. Cliente informou que agora tem uma ferramenta de desenvolvimento interna e estão trabalhando voltada a ela. Mas vai continuar usando a plataforma oficial e 3 URLs conosco que vai permanecer.;1;0.0;0.0;Downgrade;;;Não calculado;Conexão adicional de WhatsApp;"Conexão adicional de WhatsApp; Integração; Texto Mágico";Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;extrajudicialnefadv;Downgrade;Não informado;Integração;Integração;—;Migração/Outro;Migrando de Plataforma;Redução de custo;Down: 15 conexões adicionais de WhatsApp / Valor: R$ 1.335,00 Integração SendRow / Valor: R$ 199,99 IA Texto Mágico / Valor: R$ 113,00. Cliente informou que agora tem uma ferramenta de desenvolvimento interna e estão trabalhando voltada a ela. Mas vai continuar usando a plataforma oficial e 3 URLs conosco que vai permanecer.;1;0.0;0.0;Downgrade;;;Não calculado;Integração;"Conexão adicional de WhatsApp; Integração; Texto Mágico";Integração;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;extrajudicialnefadv;Downgrade;Não informado;Texto Mágico;Texto Mágico;—;Migração/Outro;Migrando de Plataforma;Redução de custo;Down: 15 conexões adicionais de WhatsApp / Valor: R$ 1.335,00 Integração SendRow / Valor: R$ 199,99 IA Texto Mágico / Valor: R$ 113,00. Cliente informou que agora tem uma ferramenta de desenvolvimento interna e estão trabalhando voltada a ela. Mas vai continuar usando a plataforma oficial e 3 URLs conosco que vai permanecer.;1;0.0;0.0;Downgrade;;;Não calculado;Texto Mágico;"Conexão adicional de WhatsApp; Integração; Texto Mágico";IA;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;reversee;Upgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Redução de custo;Up: Funil de Vendas / Valor: R$49,90;1;0.0;0.0;Upgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Mariana Nunes;Mariana Nunes;True;taskdo2;Downgrade;Não informado;Integração;Integração;—;Migração/Outro;Redução de demanda;Redução de custo;Down: RD station / Valor: R$ 49,00 / Protocolo: 202509111481750;1;0.0;0.0;Downgrade;;;Não calculado;Integração;Integração;Integração;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Melissa Duarte;Melissa Duarte;True;beflycentervale;Upgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Redução de custo;Tipo: Upgrade Produto: Funil de Vendas Valor: 89,00 URL: beflycentervale Protocolo: 202509101481464;1;0.0;0.0;Upgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Melissa Duarte;Melissa Duarte;True;proclinicaguarulhos;Upgrade;Não informado;Integração;Integração;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Upgrade;;;Não calculado;Integração;Integração;Integração;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Melissa Duarte;Melissa Duarte;True;valkiriacosta;Upgrade;Não informado;Integração;Integração;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Upgrade;;;Não calculado;Integração;Integração;Integração;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Priscila Pavani;Priscila Pavani;True;integralidademedica;Upgrade;Não informado;Servidores;Servidores;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Upgrade;;;Não calculado;Servidores;Servidores;Servidor;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;4ufullcommerce;Upgrade;Não informado;Chat interno;Chat interno;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Upgrade;;;Não calculado;Chat interno;Chat interno;Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;opokmpokm;Upgrade;Não informado;Chat interno;Chat interno;—;Migração/Outro;Não informado;Outros motivos descritos;ççlmkmçklm;1;0.0;0.0;Upgrade;;;Não calculado;Chat interno;"Chat interno; Combo de IA's";Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;opokmpokm;Upgrade;Não informado;Combo de IA's;Combo de IA's;—;Migração/Outro;Não informado;Outros motivos descritos;ççlmkmçklm;1;0.0;0.0;Upgrade;;;Não calculado;Combo de IA's;"Chat interno; Combo de IA's";IA;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Sem proprietário;Usuário inexistente;False;wellingtonvazadv;Upgrade;Não informado;Servidores;Servidores;—;Migração/Outro;Não informado;Outros motivos descritos;UP servidor 2/4;1;0.0;0.0;Upgrade;;;Não calculado;Servidores;Servidores;Servidor;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;brugcont;Downgrade;Não informado;Conexão Instagram Direct;Conexão Instagram Direct;—;Migração/Outro;UP por engano;Outros motivos descritos;Downgrade: - 1x Conexão de Instagram - R$ 89,00  Motivo: o cliente nunca chegou a utilizar a conexão, segundo ele, o mesmo contratou por engano.;1;0.0;0.0;Downgrade;;;Não calculado;Conexão Instagram Direct;Conexão Instagram Direct;Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;gardentelecom;Upgrade;Não informado;Servidores;Servidores;—;Migração/Outro;Não informado;Outros motivos descritos;Upgrade: - Servidor 2/4 - R$ 89,00;1;0.0;0.0;Upgrade;;;Não calculado;Servidores;Servidores;Servidor;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;vittaararaquara;Downgrade;Não informado;Conexão Facebook Messenger;Conexão Facebook Messenger;—;Migração/Outro;Top-down;Outros motivos descritos;Downgrade: - 1x Conexão de Facebook - R$ 49,50 - 10x Usuários adicionais - R$ 290,00  Motivo: o cliente explicou que a empresa esta centralizando o atendimento em outros sistemas e, por enquanto, ficará somente com uma equipe pequena na Digisac.;1;0.0;0.0;Downgrade;;;Não calculado;Conexão Facebook Messenger;"Conexão Facebook Messenger; Usuário adicional";Conexão;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;vittaararaquara;Downgrade;Não informado;Usuário adicional;Usuário adicional;—;Migração/Outro;Top-down;Outros motivos descritos;Downgrade: - 1x Conexão de Facebook - R$ 49,50 - 10x Usuários adicionais - R$ 290,00  Motivo: o cliente explicou que a empresa esta centralizando o atendimento em outros sistemas e, por enquanto, ficará somente com uma equipe pequena na Digisac.;1;0.0;0.0;Downgrade;;;Não calculado;Usuário adicional;"Conexão Facebook Messenger; Usuário adicional";Usuários;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Viviane Vieira;Viviane Vieira;True;vjhgcjhcfgfnh;Solicitação de Teste;Não informado;Chat interno;Chat interno;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Teste;;;Não calculado;Chat interno;"Chat interno; Funil de vendas";Módulos;Não considerado;Sem link no Card Financeiro
11/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Viviane Vieira;Viviane Vieira;True;vjhgcjhcfgfnh;Solicitação de Teste;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Teste;;;Não calculado;Funil de vendas;"Chat interno; Funil de vendas";Módulos;Não considerado;Sem link no Card Financeiro
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;financeiroadv;Criação de URL;Não informado;URL;URL;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Criação de URL;;;Não calculado;URL;URL;URL;Não considerado;Sem link no Card Financeiro
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;tabelionatosj;Upgrade;Não informado;Usuário adicional;Usuário adicional;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Upgrade;;;Não calculado;Usuário adicional;Usuário adicional;Usuários;Não considerado;Sem link no Card Financeiro
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;semprecred;Upgrade;Não informado;IA Agent;IA Agent;—;Migração/Outro;Não informado;Outros motivos descritos;Upgrade - Agente Inteligente 1000 créditos - 112,90 - Protocolo: 202509121483273;1;0.0;0.0;Upgrade;;;Não calculado;IA Agent;IA Agent;IA;Não considerado;Sem link no Card Financeiro
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;machadoexavierss;Solicitação de Bonificação e Desconto;Não informado;Usuário adicional;Usuário adicional;—;Migração/Outro;Não informado;Outros motivos descritos;Down de 1 usuário adicional + UP de 1 usuário bonificado. 202509121482715;1;0.0;0.0;__EXCLUIR__;;;Não calculado;Usuário adicional;Usuário adicional;Usuários;Não considerado;Sem link no Card Financeiro
12/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Vinicius Simões;Vinicius Simões;True;ieeducacional;Migração para número oficial;Não informado;Migração para número oficial;Migração para número oficial;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Migração;;;Não calculado;Migração para número oficial;Migração para número oficial;Conexão;Não considerado;Sem link no Card Financeiro
15/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Marcela Medeiros;Marcela Medeiros;True;nuvemshoptiendanube;Solicitação de Teste;Não informado;Distribuição automática;Distribuição automática;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Teste;;;Não calculado;Distribuição automática;Distribuição automática;Módulos;Não considerado;Sem link no Card Financeiro
15/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Melissa Duarte;Melissa Duarte;True;domhelio;Migração para número oficial;Não informado;Migração para número oficial;Migração para número oficial;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Migração;;;Não calculado;Migração para número oficial;Migração para número oficial;Conexão;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;kandelmedical;Downgrade;Não informado;Integração;Integração;—;Migração/Outro;Integração (responsabilidade terceiro);Outros motivos descritos;DOWN - Integração RD CRM e Integração RD Marketing / Receive Form - R$ 59,99 cada - 202509151484854;1;0.0;0.0;Downgrade;;;Não calculado;Integração;Integração;Integração;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;protectmeseguros;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;—;Migração/Outro;Não informado;Outros motivos descritos;UP 1 Conexão WABA - 202509161486288;1;0.0;0.0;Upgrade;;;Não calculado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;Conexão;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;vicentiniadvocacia;Solicitação de Teste;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Teste;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;vicentiniadvocacia;Upgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;UP - FUNIL DE VENDAS - 89,90;1;0.0;0.0;Upgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;vicentiniadvocacia;Upgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;UP - FUNIL DE VENDAS - R$ 89,90 - 202509151484385;1;0.0;0.0;Upgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;vicentiniadvocacia;Upgrade;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;UP - FUNIL DE VENDAS - R$ 89,90 - 202509151484385;1;0.0;0.0;Upgrade;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;trancarte;Solicitação de Teste;Não informado;Chat interno;Chat interno;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Teste;;;Não calculado;Chat interno;Chat interno;Módulos;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Leticia Silva;Leticia Silva;True;logisticaeros;Downgrade;Não informado;Usuário adicional;Usuário adicional;—;Migração/Outro;Redução de funcionários;Redução de custo;Down referente a remoção de 2 usuários adicionais.;1;0.0;0.0;Downgrade;;;Não calculado;Usuário adicional;Usuário adicional;Usuários;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Melissa Duarte;Melissa Duarte;True;azvmaringa;Solicitação de Teste;Não informado;Funil de vendas;Funil de vendas;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Teste;;;Não calculado;Funil de vendas;Funil de vendas;Módulos;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Priscila Pavani;Priscila Pavani;True;portofianca;Criação de URL;Não informado;URL;URL;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Criação de URL;;;Não calculado;URL;URL;URL;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Tadiane Biason;Tadiane Biason;True;ambientalqvt;Solicitação de robô;Não informado;Robô personalizado;Robô personalizado;—;Migração/Outro;Não informado;Redução de custo;Caroline solicitou alteração no bot criado;1;0.0;0.0;Robô;;;Não calculado;Robô personalizado;Robô personalizado;Robô;Não considerado;Sem link no Card Financeiro
16/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Tadiane Biason;Tadiane Biason;True;md5;Criação de URL;Não informado;URL;URL;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Criação de URL;;;Não calculado;URL;URL;URL;Não considerado;Sem link no Card Financeiro
17/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;grupoexalt;Upgrade;Não informado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;—;Migração/Outro;Não informado;Outros motivos descritos;Não informado;1;0.0;0.0;Upgrade;;;Não calculado;Conexão adicional de WhatsApp;Conexão adicional de WhatsApp;Conexão;Não considerado;Sem link no Card Financeiro
17/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;protectmeseguros;Upgrade;Não informado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;—;Migração/Outro;Não informado;Outros motivos descritos;UP 1 Conexão WABA - 202509161486288;1;0.0;0.0;Upgrade;;;Não calculado;Conexão adicional de WhatsApp - WABA;Conexão adicional de WhatsApp - WABA;Conexão;Não considerado;Sem link no Card Financeiro
17/09/2025;2025;9;Set.;setembro;2025-09;Set./25;Usuário não identificado;Usuário inexistente;False;quattro;Upgrade;Não informado;Servidores;Servidores;—;Migração/Outro;Não informado;Outros motivos descritos;UP - Servidor 4/8 - R$ 169,00 - 202509161486169;1;0.0;0.0;Upgrade;;;Não calculado;Servidores;Servidores;Servidor;Não considerado;Sem link no Card Financeiro
